-201.528819,5.036793
-201.528819,5.036793
-93.584189,-267.236586
-60.695982,-159.632654
-12.196578,-108.681804
-60.695982,-159.632654
141.817303,-199.364014
-12.196578,-108.681804
-77.273954,-52.156564
110.470136,-132.556928
-77.273954,-52.156564
68.428994,-107.518915
-18.468027,-67.945447
37.691206,-74.927214
-18.468027,-67.945447
68.428994,-107.518915
3.360612,-52.663721
-131.427548,-13.108190
-40.560796,-31.525667
-131.427548,-13.108190
-12.784189,-33.681328
-40.560796,-31.525667
3.360612,-52.663721
37.691206,-74.927214
15.873876,-16.190426
-12.784189,-33.681328
-89.462497,-1.316648
167.326631,-1.024261
-89.462497,-1.316648
15.873876,-16.190426
110.470136,-132.556928
121.152317,4.648051
-47.095904,7.227059
46.253204,20.069944
-47.095904,7.227059
121.152317,4.648051
212.467668,37.172123
46.253204,20.069944
167.326631,-1.024261
140.230702,80.590051
102.096273,78.340821
3.326948,74.483560
102.096273,78.340821
-33.523235,67.256922
-7.373837,85.824586
-33.523235,67.256922
3.326948,74.483560
-28.511451,115.086809
-7.373837,85.824586
-98.812127,79.713885
-68.715483,130.842096
-98.812127,79.713885
-28.511451,115.086809
-97.174885,156.957028
-68.715483,130.842096
-201.528819,5.036793
